File,Title,Active,Date Created,Date Updated
Set_support_type_to_billing_if_ticket_received_at_billing@itsolver.net.json,Set support type to billing if ticket received at billing@itsolver.net,True,2016-11-13T11:45:25Z,2017-11-13T04:28:48Z
Notify_requester_remittance_advice_received_and_mark_solved.json,Notify requester remittance advice received and mark solved,True,2017-03-31T10:19:49Z,2018-01-16T23:43:59Z
Notify_requester_of_received_request.json,Notify requester of received request,True,2013-03-13T00:29:03Z,2018-01-28T11:37:49Z
Notify_requester_of_comment_update.json,Notify requester of comment update,True,2013-03-13T00:29:03Z,2018-03-05T05:10:46Z
Notify_assignee_of_comment_update.json,Notify assignee of comment update,False,2013-11-11T08:24:41Z,2018-03-05T05:10:46Z
Notify_requester_of_comment_update_after_solved..json,Notify requester of comment update after solved.,True,2017-11-13T02:19:12Z,2018-03-05T05:10:46Z
Notify_requester_of_solved_request.json,Notify requester of solved request,True,2013-11-11T08:14:33Z,2018-03-05T05:10:46Z
Close_Facebook_Posts_from_IT_Solver_Blog_Posts.json,Close Facebook Posts from IT Solver Blog Posts,True,2015-06-01T08:58:21Z,2018-03-05T05:10:46Z
Add_invoiced_tag.json,Add invoiced tag,True,2016-06-01T13:49:59Z,2018-03-05T05:10:46Z
Remove_ticket_from_waiting_list_once_booked_in.json,Remove ticket from waiting list once booked in,True,2016-06-16T23:50:50Z,2018-03-05T05:10:46Z
Warranty_job.json,Warranty job,True,2016-07-28T12:09:58Z,2018-03-05T05:10:46Z
"Set_Support_Type_to_Marketing_if_facebook_post_subject_contains_""Help_desk_approaching"".json","Set Support Type to Marketing if facebook post subject contains ""Help desk approaching""",True,2017-03-23T13:28:34Z,2018-03-05T05:10:46Z
Update_calendar_event.json,Update calendar event,False,2017-12-13T05:39:42Z,2018-03-05T05:11:09Z
"If_tagged_""phishing"",_advise_customer_about_phishing_threat_.json","If tagged ""phishing"", advise customer about phishing threat ",True,2018-02-05T05:00:17Z,2018-03-05T05:10:46Z
Zapier__create_invoice.json,Zapier: create invoice,True,2017-12-11T01:20:11Z,2018-03-05T05:10:46Z
Set_priority_to_normal_for_newly_created_tickets.json,Set priority to normal for newly created tickets,False,2016-12-13T22:50:31Z,2018-01-24T00:39:49Z
Pending_notification_3_days.json,Pending notification 3 days,True,2013-03-13T00:29:03Z,2017-12-18T11:42:22Z
Pending_notification_48_hours.json,Pending notification 48 hours,False,2013-03-13T00:29:03Z,2017-12-15T04:06:21Z
Pending_notification_7_days.json,Pending notification 7 days,False,2017-02-08T04:19:47Z,2017-12-18T11:42:35Z
Request_customer_satisfaction_rating.json,Request customer satisfaction rating,False,2014-09-18T09:37:50Z,2017-12-18T11:43:23Z
Close_ticket_5_days_after_status_is_set_to_pending.json,Close ticket 5 days after status is set to pending,True,2016-05-13T03:37:30Z,2017-12-18T11:43:23Z
Close_ticket_9_days_after_status_is_set_to_pending_7_days.json,Close ticket 9 days after status is set to pending 7 days,False,2016-08-17T03:10:44Z,2017-12-18T11:43:23Z
Close_ticket_9_days_after_status_is_set_to_pending_7_days.json,Close ticket 9 days after status is set to pending 7 days,False,2017-03-22T05:56:05Z,2017-12-18T11:43:23Z
Close_ticket_90_days_after_status_is_set_to_solved.json,Close ticket 90 days after status is set to solved,True,2013-03-13T00:29:03Z,2017-12-18T11:43:23Z
Close_FaceBook_Post_by_IT_Solver_after_8_hours_of_inactivity.json,Close FaceBook Post by IT Solver after 8 hours of inactivity,True,2017-08-21T02:41:33Z,2017-12-18T11:43:41Z
Close_Twitter_ticket_1_day_after_status_is_set_to_Solved.json,Close Twitter ticket 1 day after status is set to Solved,True,2013-04-16T14:11:55Z,2017-12-18T11:43:41Z
Request_customer_satisfaction_rating_via_Google_or_Facebook_review.json,Request customer satisfaction rating via Google or Facebook review,True,2017-01-25T10:25:45Z,2018-01-28T22:54:04Z
Pending_notification_3_days.json,Pending notification 3 days,False,2017-12-15T04:08:40Z,2017-12-18T11:43:41Z
Google_Drive_File_Stream_-_Fix_problems_syncing_to_your_computer.json,Google Drive File Stream - Fix problems syncing to your computer,True,2018-02-22T22:24:51Z,2018-02-22T22:28:12Z
Check_Apple_Service_and_Support_Coverage_.json,Check Apple Service and Support Coverage ,True,2015-05-20T01:58:33Z,2016-01-05T03:31:35Z
Close_because_customer_not_responding.json,Close because customer not responding,True,2016-02-21T23:33:32Z,2016-05-06T05:16:22Z
Customer_not_responding.json,Customer not responding,True,2013-03-13T00:29:04Z,2017-01-25T10:29:29Z
"Enhance_speed,_privacy_and_security_of_your_browser.json","Enhance speed, privacy and security of your browser",True,2014-12-15T03:24:42Z,2017-12-05T06:07:54Z
"Enhanced_speed,_privacy_and_security.json","Enhanced speed, privacy and security",True,2014-12-15T03:25:16Z,2017-02-02T07:04:49Z
Device_picked_up.json,Device picked up,True,2016-02-16T02:57:50Z,2016-05-10T06:25:09Z
Mark_as_solved.json,Mark as solved,True,2013-05-13T23:54:58Z,2017-11-22T02:48:00Z
Mark_as_solved_(troubleshoot_only_on-site).json,Mark as solved (troubleshoot only on-site),True,2017-08-24T01:21:36Z,2017-08-24T01:21:36Z
Mark_as_solved_(ineligible_for_support_-_DIY).json,Mark as solved (ineligible for support - DIY),True,2016-11-09T05:49:20Z,2017-01-01T10:23:13Z
Quick_acknowledgement.json,Quick acknowledgement,True,2013-04-24T16:04:21Z,2016-01-05T03:31:35Z
On-site_reservation.json,On-site reservation,True,2016-03-17T06:12:37Z,2018-03-05T00:07:19Z
On-site_reservation_(pickup_at_jetty).json,On-site reservation (pickup at jetty),True,2016-05-18T02:21:18Z,2018-03-04T23:53:58Z
Carry-in_Reservation_at_IT_Solver_HQ.json,Carry-in Reservation at IT Solver HQ,True,2017-06-20T04:12:49Z,2017-12-05T06:22:12Z
On-site_reservation_(pickup_from_previous_job).json,On-site reservation (pickup from previous job),True,2018-01-09T00:05:55Z,2018-03-05T00:07:58Z
Remote_support_reservation.json,Remote support reservation,True,2016-05-18T02:14:59Z,2018-01-30T08:32:36Z
Shipment_Notification_(on_backorder).json,Shipment Notification (on backorder),True,2016-03-09T07:53:41Z,2016-05-09T06:27:46Z
Teamviewer_start_session.json,Teamviewer start session,True,2014-03-29T13:15:50Z,2017-02-09T00:33:09Z
Remote_Troubleshooting_(PAIR).json,Remote Troubleshooting (PAIR),True,2014-03-28T22:39:12Z,2017-12-05T03:19:13Z
Troubleshooting_(PAIR).json,Troubleshooting (PAIR),True,2017-12-05T03:16:27Z,2017-12-05T03:16:27Z
Waiting_for_reservation.json,Waiting for reservation,True,2016-05-06T05:27:47Z,2017-07-16T23:51:35Z
Request_payment_with_a_social_media_post.json,Request payment with a social media post,True,2016-05-17T02:39:53Z,2016-05-17T02:45:02Z
Referral__Website_development.json,Referral: Website development,True,2016-05-30T23:33:24Z,2017-02-08T14:19:52Z
Solved_early_without_IT_Solver.json,Solved early without IT Solver,True,2016-06-19T23:24:18Z,2016-06-19T23:26:39Z
Thank_you_for_recycling_with_IT_Solver.json,Thank you for recycling with IT Solver,True,2016-11-28T10:37:50Z,2016-11-28T10:38:53Z
Check_Dell_Support__-_Diagnose_&_Drivers.json,Check Dell Support  - Diagnose & Drivers,True,2017-02-17T01:28:08Z,2017-07-07T06:47:50Z
Beyond_economical_to_repair.json,Beyond economical to repair,True,2017-03-16T23:08:04Z,2017-03-16T23:08:04Z
Acknowledge_remittance_advice.json,Acknowledge remittance advice,True,2017-03-29T23:29:04Z,2017-11-13T05:38:09Z
Mark_as_warranty_job_and_high_priority.json,Mark as warranty job and high priority,True,2017-08-11T03:20:30Z,2017-08-11T03:21:02Z
Defer_request.json,Defer request,True,2017-08-18T02:29:41Z,2018-02-20T05:07:18Z
Refer_request_and_mark_as_solved.json,Refer request and mark as solved,True,2017-08-18T02:33:24Z,2017-08-18T02:33:24Z
Schedule_via_Calendly.json,Schedule via Calendly,True,2017-08-28T07:22:47Z,2017-08-28T07:22:47Z
Dismiss.json,Dismiss,True,2017-09-06T23:40:14Z,2017-09-06T23:40:14Z
Mark_as_Solved_and_set_as_internal_business_development.json,Mark as Solved and set as internal business development,True,2017-09-20T23:44:18Z,2017-09-20T23:45:32Z
Remote_troubleshoot_problem.json,Remote troubleshoot problem,False,2017-10-11T06:38:42Z,2017-12-05T03:15:47Z
"Social_interaction,_mark_as_solved..json","Social interaction, mark as solved.",True,2017-10-15T23:11:06Z,2017-10-20T08:02:27Z
Solve_Vendor_supplier_interaction_.json,Solve Vendor/supplier interaction ,True,2017-12-13T14:15:49Z,2017-12-13T14:15:49Z
Merry_Christmas.json,Merry Christmas,False,2017-12-18T07:55:13Z,2017-12-18T11:27:16Z
Merry_Christmas_social_interaction.json,Merry Christmas social interaction,True,2017-12-18T10:07:01Z,2017-12-18T11:32:32Z
